customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TotalIntlCalls;TotalDayCalls;TotalEveMinutes;TotalIntlMinutes;TotalDayMinutes;TotalEveCalls;NumbervMailMessages;CustomerServiceCalls;InternationalPlan;TotalCall;VoiceMailPlan;TotalNightCalls;TotalNightMinutes;Churn
8079-XRJRS;Male;0;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Electronic check;89,75;5769,6;;;;;;;;;;;;;;Yes
1591-MQJTP;Male;1;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);93,65;4839,15;;;;;;;;;;;;;;No
7868-BGSZA;Male;0;Yes;No;43;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;80,2;3581,6;;;;;;;;;;;;;;No
6727-IOTLZ;Male;0;Yes;No;14;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81,95;1181,75;2;99;303,5;13,2;201,1;74;0;1;No;295;No;119;224;No
3070-BDOQC;Female;0;No;No;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;99,65;5941,05;8;119;289,3;13,1;139,5;105;0;0;No;329;No;97;129,4;No
9625-QSTYE;Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,15;952,3;3;107;251,6;11,3;321,6;115;0;2;No;385;No;158;141,1;Yes
9717-QEBGU;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;144;2;105;243;6,8;148,5;106;0;1;No;328;No;114;255,2;No
2834-JRTUA;Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;108,05;7532,15;;;;;;;;;;;;;;Yes
1004-NOZNR;Male;1;No;Yes;56;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;One year;No;Credit card (automatic);94,8;5264,3;3;97;153,8;9;202,9;104;0;3;No;299;No;92;113,5;No
1845-ZLLIG;Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;50,15;50,15;2;78;142,6;10,9;172,5;91;0;0;No;234;No;63;102;No
4815-TUMEQ;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,3;185,2;7;82;232,9;9,6;242,5;97;0;0;No;272;No;86;154;No
3847-BAERP;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,9;247;4;107;145,1;14,1;99,7;96;0;2;No;308;No;99;149,4;No
9866-OCCKE;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;109,75;8075,35;;;;;;;;;;;;;;No
5641-DMBFJ;Female;0;Yes;No;58;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;84,3;4916,4;;;;;;;;;;;;;;No
4939-KYYPY;Male;0;No;No;27;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;59,45;1611,65;;;;;;;;;;;;;;No
3164-YAXFY;Male;0;No;No;57;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;53,75;3196;;;;;;;;;;;;;;No
4228-ZGYUW;Male;0;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,05;368,1;;;;;;;;;;;;;;Yes
6725-TPKJO;Male;0;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,05;845,25;7;85;129,5;10,9;258,8;114;0;2;No;314;No;106;193,6;No
6847-KJLTS;Female;1;Yes;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,4;5749,8;;;;;;;;;;;;;;No
7544-ZVIKX;Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);105,05;6004,85;;;;;;;;;;;;;;No
2455-USLMV;Female;0;No;No;31;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);84,75;2613,4;;;;;;;;;;;;;;No
1534-OULXE;Female;0;Yes;Yes;61;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);49,7;2961,4;4;103;246,8;9,7;96,1;134;0;1;No;334;No;92;229,7;No
6900-PXRMS;Male;1;Yes;Yes;26;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;105,75;2710,25;;;;;;;;;;;;;;Yes
0215-BQKGS;Male;0;No;No;30;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);84,3;2438,6;4;114;278;11,8;154;137;23;2;No;369;Yes;112;228,4;No
8292-TYSPY;Male;0;No;No;19;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);55;1046,5;;;;;;;;;;;;;;Yes
7971-HLVXI;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Two year;Yes;Credit card (automatic);84,5;6130,85;3;121;175,2;13,3;147,2;87;0;2;No;293;No;80;136,3;No
8915-NNTRC;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);107,7;7919,8;;;;;;;;;;;;;;No
4737-HOBAX;Male;0;Yes;No;63;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);79,8;5034,05;;;;;;;;;;;;;;No
6549-YMFAW;Male;1;Yes;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;21,25;204,55;3;86;133,4;9,8;172,7;113;18;1;No;273;Yes;70;259,5;No
1304-BCCFO;Male;0;Yes;No;9;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;70,05;564,4;8;119;182,2;9,7;149,7;115;0;0;No;368;No;126;261,5;No
1498-NHTLT;Male;0;Yes;Yes;59;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;86,75;5186;2;122;212,7;11;182,8;119;35;1;No;347;Yes;103;193,8;No
2541-YGPKE;Male;0;Yes;Yes;42;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;No;Credit card (automatic);63,7;2763,35;5;79;236,8;8,5;174,5;136;0;0;No;330;No;110;270,4;No
5151-HQRDG;Male;0;Yes;No;37;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;55,05;2030,75;;;;;;;;;;;;;;No
1522-VVDMG;Male;0;Yes;Yes;7;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89,75;608,8;;;;;;;;;;;;;;Yes
2916-BQZLN;Male;0;No;No;19;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;84,75;1651,95;;;;;;;;;;;;;;No
5306-BVTKJ;Male;0;Yes;Yes;48;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;Yes;Credit card (automatic);55,8;2651,2;0;112;265,8;0;174,4;122;0;4;No;325;No;87;182,4;No
4130-MZLCC;Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);50,55;244,75;3;124;132,3;11,6;170,9;95;0;1;No;312;No;89;112,9;No
6893-ODYYE;Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);90,1;4549,45;4;113;271,8;8,7;170,1;94;0;1;Yes;290;No;78;110,7;No
4452-ROHMO;Female;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,6;331,6;4;117;287,7;12,2;119,1;136;0;0;No;357;No;100;223;No
4884-ZTHVF;Female;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;87,1;713,6;6;67;264,5;9;197,3;106;0;1;No;296;No;116;210,5;No
8750-QWZAJ;Female;0;Yes;Yes;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,8;1378,75;6;105;253;8,7;272,5;83;30;3;No;320;Yes;123;180,8;No
2782-LFZVW;Female;0;No;No;11;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;58,95;601,6;3;101;173,1;9,1;216,6;98;44;1;No;298;Yes;95;242,1;No
4110-PFEUZ;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;69,55;69,55;3;47;282,9;8,7;239,7;110;0;2;No;250;No;88;238,4;Yes
8401-EMUWF;Male;0;Yes;Yes;42;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);69,4;3058,3;;;;;;;;;;;;;;No
8111-RKSPX;Male;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);72,2;305,55;;;;;;;;;;;;;;Yes
7080-TNUWP;Male;0;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);95;6602,9;;;;;;;;;;;;;;No
4056-QHXHZ;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;107,45;7576,7;;;;;;;;;;;;;;No
2661-GKBTK;Male;0;Yes;Yes;60;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);76,95;4543,95;7;106;182;12,6;123,1;102;0;2;No;292;No;75;244,6;No
7130-CTCUS;Male;1;Yes;No;16;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);54,55;825,1;2;87;138,6;10,7;89,7;73;12;1;No;277;Yes;114;165,8;No
7632-YUTXB;Female;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,05;520,1;2;84;165,3;8,9;121,6;115;0;1;No;297;No;95;243,9;No
6635-CPNUN;Male;0;Yes;No;28;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Credit card (automatic);96,6;2684,35;;;;;;;;;;;;;;No
2141-RRYGO;Female;0;No;No;4;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);68,65;261,25;3;89;314,9;16,1;224,2;121;0;1;No;335;No;121;182,9;Yes
5546-QUERU;Male;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,95;257;3;98;277,4;6,2;146,1;104;20;1;No;306;Yes;100;137,7;No
6595-COKXZ;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44,45;44,45;;;;;;;;;;;;;;Yes
8884-FEEWR;Male;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,6;754;4;96;167,2;10,2;159,5;123;0;0;No;329;No;106;138,6;No
5356-KZCKT;Male;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,45;1513,6;;;;;;;;;;;;;;No
0422-OHQHQ;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,55;295,95;0;98;176,1;0;64,6;86;21;2;No;270;Yes;84;244,8;No
5989-PGKJB;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,25;1340,1;3;104;132,5;11,3;209,4;78;0;2;No;310;No;123;149,4;No
7426-GSWPO;Male;1;No;No;64;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,5;6548,65;;;;;;;;;;;;;;No
8046-DNVTL;Male;0;Yes;No;62;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);38,6;2345,55;;;;;;;;;;;;;;No
5458-CQJTA;Male;0;Yes;Yes;65;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);74,8;4820,15;;;;;;;;;;;;;;Yes
7826-VVKWT;Female;1;Yes;Yes;24;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;96,55;2263,45;10;100;135,2;15,7;102,3;104;0;3;No;310;No;93;199,7;No
4847-TAJYI;Female;1;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,35;567,8;5;125;158,2;6,1;166,3;86;0;1;No;297;No;80;256,7;No
0970-QXPXW;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;19,65;3;112;197,3;8,7;147;43;21;2;No;253;Yes;93;267,4;No
4710-NKCAW;Male;0;Yes;Yes;5;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);64,4;316,9;;;;;;;;;;;;;;No
2851-MMUTZ;Female;0;No;No;27;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;56,15;1439,35;2;104;131,8;8,2;277,5;121;0;1;No;329;No;101;126,9;No
8016-NCFVO;Male;1;No;No;55;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;116,5;6382,55;;;;;;;;;;;;;;No
5996-NRVXR;Male;1;Yes;No;40;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);98,15;4116,8;2;102;186,6;8,8;274,9;118;47;1;No;346;Yes;123;245;No
4815-YOSUK;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);104,9;7537,5;;;;;;;;;;;;;;No
4075-JFPGR;Female;0;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;93,5;4619,55;3;117;157,5;10;113,7;82;36;2;No;322;Yes;118;177,6;No
8566-YPRGL;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,5;19,5;2;104;171,5;9,7;222,5;94;8;1;No;315;Yes;114;377,5;No
7993-NQLJE;Male;0;Yes;Yes;15;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;75,1;1151,55;4;112;220,7;12,9;181,6;100;31;2;No;339;Yes;121;236,3;No
1596-BBVTG;Male;0;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);75,35;2636,05;;;;;;;;;;;;;;Yes
7706-DZNKK;Male;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,45;237,3;3;107;256,9;10;138,7;113;0;0;No;297;No;74;234,9;No
2369-UAPKZ;Male;0;No;No;5;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;104,1;541,9;;;;;;;;;;;;;;Yes
3393-FMZPV;Female;0;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,25;2387,75;;;;;;;;;;;;;;Yes
4652-ODEVH;Male;0;Yes;Yes;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,45;1088,25;;;;;;;;;;;;;;No
2812-ENYMO;Male;0;No;No;26;No;No phone service;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Credit card (automatic);54,55;1362,85;;;;;;;;;;;;;;No
4973-MGTON;Female;0;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);84,4;5969,3;6;131;114,7;6,5;177,1;122;0;3;No;350;No;88;153,6;No
9019-QVLZD;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79,55;79,55;;;;;;;;;;;;;;Yes
3570-YUEKJ;Female;0;No;No;42;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;49,55;2077,95;3;121;153,2;4,7;232,6;115;34;3;No;319;Yes;77;286,7;No
9620-ENEJV;Female;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);70,55;433,95;2;122;67;9,9;132,9;62;0;3;No;310;No;121;160,4;No
1099-BTKWT;Female;0;Yes;No;68;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;54,4;3723,65;;;;;;;;;;;;;;No
8532-UEFWH;Male;0;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,75;1345,85;;;;;;;;;;;;;;No
4872-JCVCA;Female;0;Yes;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);47,6;3377,8;;;;;;;;;;;;;;No
5574-NXZIU;Male;0;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109,2;7049,75;10;123;270,6;8,1;198,5;74;35;1;No;338;Yes;130;209,9;No
2868-SNELZ;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;80,6;155,8;;;;;;;;;;;;;;Yes
4077-CROMM;Female;0;Yes;Yes;31;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,2;3243,45;;;;;;;;;;;;;;Yes
5203-XEHAX;Female;0;No;No;34;Yes;No;DSL;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;64,35;2053,05;3;79;262,4;10,7;206,9;117;0;0;No;268;No;69;149,3;No
5240-IJOQT;Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,7;74,7;;;;;;;;;;;;;;Yes
7351-KYHQH;Female;1;No;No;7;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;64,95;493,65;1;120;150,2;9,6;252;106;0;2;No;325;No;96;151,8;No
8388-DMKAE;Female;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,25;174,65;7;36;276,5;5,7;185,8;134;0;4;No;285;No;104;192,1;No
5669-SRAIP;Female;0;No;No;5;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;39,5;210,75;;;;;;;;;;;;;;Yes
7328-OWMOM;Female;0;No;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,1;589,25;3;133;202,7;13,1;146,3;95;0;1;No;335;No;103;234,7;No
6522-YRBXD;Male;1;Yes;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;94,55;3365,4;8;100;229;7,8;180;103;0;3;No;319;No;105;139,4;No
2834-SPCJV;Male;0;Yes;No;52;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;84,1;4348,65;5;86;222,4;12,3;314,1;99;0;3;No;314;No;121;259;Yes
6885-PKOAM;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);85,75;6223,8;5;108;142,3;12,5;235,5;143;0;0;No;387;No;131;316,7;No
4430-UZIPO;Male;0;No;No;3;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;36,85;108,7;;;;;;;;;;;;;;Yes
0939-YAPAF;Female;0;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,25;3527,6;;;;;;;;;;;;;;Yes
3668-QPYBK;Male;0;No;No;2;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;53,85;108,15;6;137;228,5;12,7;129,1;83;0;4;No;341;No;111;208,8;Yes
7394-LWLYN;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,15;123,8;10;80;167,6;6,2;163,2;90;0;1;No;271;No;90;87,5;No
6022-UGGSO;Female;1;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;2276,95;3;116;269,7;9,5;259,4;109;0;1;No;359;No;130;175,3;Yes
9058-MJLZC;Female;0;No;No;24;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,6;2283,15;3;138;185,8;10,8;171,2;102;36;1;Yes;341;Yes;97;227,6;No
5393-RXQSZ;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79,6;79,6;;;;;;;;;;;;;;Yes
9057-SIHCH;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,6;291,9;;;;;;;;;;;;;;Yes
2959-MJHIC;Male;0;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,35;307,4;4;110;299,1;11,2;225,9;86;0;1;No;282;No;81;251,3;Yes
9878-TNQGW;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,95;171,15;7;129;202,6;12,5;165;113;0;1;No;344;No;94;172,3;Yes
2800-VEQXM;Female;0;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;74,75;238,1;3;104;234,4;13;192,8;96;0;3;No;307;No;101;203,2;No
2027-WKXMW;Female;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;108,75;6871,7;;;;;;;;;;;;;;No
9526-JAWYF;Male;0;No;No;26;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Electronic check;89,8;2335,3;;;;;;;;;;;;;;Yes
9552-TGUZV;Male;0;Yes;No;8;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;75;658,1;1;104;202,5;11,5;136,4;110;0;3;No;304;No;86;230,7;No
9851-QXEEQ;Male;0;No;No;41;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,7;4346,4;;;;;;;;;;;;;;Yes
2108-XWMPY;Male;0;No;No;3;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;35,45;106,85;;;;;;;;;;;;;;Yes
6211-WWLTF;Male;0;Yes;No;63;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);99,7;6330,4;3;83;258,6;11,2;167,4;129;23;4;No;329;Yes;110;116,4;No
5899-MQZZL;Female;0;No;No;13;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75;999,45;;;;;;;;;;;;;;Yes
5656-MJEFC;Male;0;Yes;Yes;42;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);48,15;2032,3;;;;;;;;;;;;;;No
2545-EBUPK;Female;1;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,05;186,05;;;;;;;;;;;;;;No
2120-SMPEX;Male;0;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,15;536,35;5;69;222;11,6;186,6;116;24;1;No;329;Yes;138;234,9;No
5655-JSMZM;Male;1;No;No;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,2;4718,25;;;;;;;;;;;;;;Yes
8818-XYFCQ;Male;0;Yes;Yes;32;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,55;3204,65;;;;;;;;;;;;;;Yes
2639-UGMAZ;Male;1;No;No;71;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;56,45;3985,35;;;;;;;;;;;;;;No
2308-STERM;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,4;61,05;6;119;335,7;8,3;181,6;118;0;4;No;311;No;64;149,8;No
4659-NZRUF;Female;0;No;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;95,15;1789,25;;;;;;;;;;;;;;Yes
9477-LGWQI;Male;0;Yes;Yes;70;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);80,15;5600,15;4;128;258,4;8,9;227,2;92;0;3;No;301;No;74;183,5;No
6645-MXQJT;Male;0;Yes;Yes;2;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;97,1;184,15;2;110;205,2;8,1;214,6;87;26;1;No;340;Yes;140;134,6;No
9730-DRTMJ;Male;0;Yes;No;32;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);72,8;2333,05;;;;;;;;;;;;;;No
0064-SUDOG;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,3;224,5;2;122;195,3;13,2;154,1;150;27;4;No;364;Yes;86;276,7;No
7137-NAXML;Male;0;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,15;405,6;6;130;134,2;9,4;218,5;103;31;0;No;344;Yes;105;118,9;No
4472-LVYGI;Female;0;Yes;Yes;0;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);52,55; ;;;;;;;;;;;;;;No
4770-UEZOX;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,75;144,8;2;56;215,7;10,6;178,7;79;0;4;No;225;No;84;152,7;No
6680-WKXRZ;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);74,4;215,8;;;;;;;;;;;;;;Yes
